domain,length,entropy,label
esl02rv6w11z.site,12,3.4182958340544896,dga
vofiyoyecoq.io,11,2.8453509366224368,legit
gpd9y3gr3hly5wei70.site,18,3.8365916681089787,dga
xusipisenag.ai,11,3.095795255000934,legit
noyozonitim-mi.info,14,2.8423709931771084,legit
rqea0copu4ciwunb9ly16abep.top,25,4.163856189774725,dga
linijehamucu.io,12,3.251629167387823,legit
feyucove-joh.top,12,3.2516291673878226,legit
eem8sdpqvqgrzsa8y.co,17,3.6168746059562222,dga
o0pg5jamsxkwlqvfcxg3offe.site,24,4.136842188131011,dga
hakef-sam.top,9,2.94770277922009,legit
7h09a28lo5s2.info,12,3.4182958340544896,dga
qwc11h5h5z89v3hc3midg8.io,22,3.788754913993502,dga
fiwasilajow.biz,11,2.9139770731827523,legit
jlkx60ul-o481.biz,13,3.546593564294939,dga
adnugnjfz-q6z39a6vi8fwlbpx.biz,26,4.315824333525708,dga
suvoqocuw-veh.info,13,3.238901256602631,legit
besoxapoq.com,9,2.94770277922009,legit
nobopa.org,6,2.251629167387823,legit
9cp7vo3xmtnvz3k3vut5g-tx5g.org,26,3.921029621737615,dga
meniputuq-voco.org,14,3.521640636343319,legit
5jkgb4wpr9-es19driur4.net,21,3.975418017913833,dga
jubolavisup.org,11,3.2776134368191157,legit
vdd302sc62yiop-jyr5nl6w1dx.top,26,4.286790198827113,dga
fqw59bn7yjs50j1l.io,16,3.75,dga
risulek.co,7,2.807354922057604,legit
bobuza.io,6,2.2516291673878226,legit
xje6eqh0mlx3asmy06cv8gmf.ai,24,4.053508854797678,dga
m5ijx2npbz16j3ybrmjcsp.biz,22,3.9705730958116847,dga
ptgpyqr0cn2eil9ll0pbt.com,21,3.7489948035250964,dga
gonovifame.co,10,3.121928094887362,legit
ruresix.net,7,2.5216406363433186,legit
vudoragepu.co,10,3.121928094887362,legit
ve4y289zgrhj6eegs8v4hjgu.net,24,3.772055208874201,dga
xj4u9d-u6fbc4n8dchs.co,19,3.8268748818646365,dga
viboq.biz,5,2.321928094887362,legit
juqovaxaxoja.top,12,2.688721875540867,legit
5hrqd73aqgojkt2xcc385.top,21,4.011365041826379,dga
fawike.biz,6,2.584962500721156,legit
mebato-neva.info,11,3.095795255000934,legit
mepefaweyu-wum.org,14,3.039148671903071,legit
tadopaqihaga.co,12,2.9182958340544896,legit
1pjjzwyipptrs.info,13,3.180832987205441,dga
zaqicowakoqa.info,12,2.8553885422075336,legit
at1crcb0f66c8czhvq.top,18,3.614369445886757,dga
l8t-s0a2otzowxakwzmn.site,20,3.8219280948873617,dga
lgswov4pj3shpzt4xr.co,18,3.8365916681089787,dga
3bh7na-hyy9guknky81kua4.com,23,3.7622673906514947,dga
w0botfuh3cy9.net,12,3.584962500721156,dga
60j5kw3-541w0bq0mi4.co,19,3.6818808028034016,dga
yikanabe.com,8,2.75,legit
tacor-nune.biz,10,3.121928094887362,legit
bobr93em217p4p70iqa3h7f.site,23,4.0559581516151235,dga
nehekoyasim-hogu.io,16,3.625,legit
fpxlb05a1upz4.io,13,3.546593564294939,dga
tofulone.site,8,2.75,legit
maklx6jc7vxn9.site,13,3.546593564294939,dga
guyurevaqogo.ai,12,3.0849625007211556,legit
ccj2smqyc9mbai17bijkxhkkz.site,25,3.943465189601647,dga
wakive.info,6,2.584962500721156,legit
zarowaqek.net,9,2.94770277922009,legit
doqog.info,5,1.9219280948873623,legit
g5nuo48kuf1m.ai,12,3.4182958340544896,dga
lebuwu-bo.biz,9,2.725480556997868,legit
2tt3oqj4r2idzarqpvs6b.site,21,4.011365041826379,dga
cukeho.io,6,2.584962500721156,legit
b3e8c2o602tioxol0q04c7ik.ai,24,3.938721875540867,dga
wawiwikuhe.net,10,2.6464393446710157,legit
0lwrwrmrby51k0ifd.net,17,3.5724694587701356,dga
x4hj6rl2l86l2m3ndnrn.ai,20,3.546439344671015,dga
cikosi.net,6,2.2516291673878226,legit
jxolqotl0moihex7fe43qm6pgw.org,26,4.132944044980959,dga
falamorud.co,9,2.94770277922009,legit
poqiga.info,6,2.584962500721156,legit
nff1qrb57k11flzptszcr-ioumn.io,27,4.180451390892101,dga
volecewe.io,8,2.4056390622295662,legit
fc91d73r9xyq20taycc6.top,20,3.8841837197791893,dga
cepisuki.biz,8,2.75,legit
zayuruv.io,7,2.5216406363433186,legit
vawefacise.co,10,2.9219280948873623,legit
raceya.biz,6,2.2516291673878226,legit
646xh7y8iuznlok.biz,15,3.773557262275185,dga
gteisnc9lgz541ck9.info,17,3.7345216647797517,dga
jojuxu.ai,6,1.9182958340544893,legit
w57bnon9v-aqszcu38bemtmha.biz,25,4.323856189774724,dga
zarotizodepi-zaz.info,16,3.125,legit
aafjkg4icv3-1qezzdd7jx6.co,23,4.1757358691004915,dga
35p2tl7md2vgd0i486x9x.io,21,4.106603137064474,dga
n11jgloeoaw7alem8s77drb7o.io,25,3.813660689688186,dga
o77u62enx1bi4b57ueayvdvj.net,24,4.053508854797678,dga
qenag-laka.org,10,2.8464393446710154,legit
duvuwetipu.io,10,2.8464393446710154,legit
komalov-joze.ai,12,3.188721875540867,legit
sv9w-pp2nkco6.io,13,3.546593564294939,dga
noqejuv.net,7,2.807354922057604,legit
6vlqhswql64ydx26hukgg.ai,21,3.784941827437642,dga
8b59mdnrycwnsyhihibj9xqrf4.info,26,4.161978179679553,dga
hanavu.io,6,2.2516291673878226,legit
kohoqasiqefo.co,12,3.0220552088742,legit
osqwxfjs6tts2bg4ud-rkjik4.top,25,4.133660689688186,dga
eu28xcr8v5mstb438w3guknpj.com,25,4.293660689688186,dga
5bq10h-q763wftpl9k1.net,19,4.037401197654112,dga
yimabawu.io,8,2.75,legit
quhiyihaceg.top,11,3.095795255000934,legit
oqqgm1wg4aabv.net,13,3.238901256602631,dga
c2l70xoztuqxg4smod5ehkgsik.site,26,4.315824333525708,dga
qokabeqe-jo.net,11,2.9139770731827523,legit
94evnlyfq649fg1ch1abf.com,21,3.8801799226757376,dga
hibiv.top,5,1.9219280948873623,legit
pinudu.info,6,2.2516291673878226,legit
0u4w4398cg71xab.com,15,3.773557262275185,dga
kutah.ai,5,2.321928094887362,legit
fovahig-guf.io,11,3.095795255000934,legit
nerotibo.ai,8,2.75,legit
5e1d91w3tj4d42ea9t3vdz8le.io,25,3.8634651896016474,dga
x1dcsjistl4arztofucq1.net,21,4.011365041826379,dga
vodolas.site,7,2.521640636343318,legit
wncpn1u-rs8k9aisc9u28o.com,22,3.913977073182752,dga
wnlcnd954z1m6bsql5679s2.co,23,4.00182282562223,dga
eah9ykrevgdvk.net,13,3.238901256602631,dga
ndrcy34d004ehhz42keri4.net,22,3.6412498004554785,dga
z1t029vu4tp8g.co,13,3.546593564294939,dga
d8k66snn5q031huakikz.com,20,3.8841837197791893,dga
drnbx50tl3m2x60ae-2da3x8al.biz,26,3.95006375643621,dga
huraw.net,5,2.321928094887362,legit
fekite.info,6,2.2516291673878226,legit
e6ts48ivfr96ojkrqms.io,19,3.9321380397593746,dga
eyn7y3hnzzerh7j9-7hb.co,20,3.446439344671015,dga
bthrogcs-ee5s5c5vfg9bx.site,22,3.7887549139935026,dga
saqiwenoxaz.info,11,3.2776134368191157,legit
6wuykx3s2x87k8i7a-c1fxy0d.io,25,4.1336606896881865,dga
gfys-s2f2odwpuo8a.biz,17,3.6168746059562222,dga
lxkpl95ld0k6s.site,13,3.180832987205441,dga
ui6yiq8sf140aag.site,15,3.640223928941852,dga
pswsoxe3r72ih9.ai,14,3.6644977792004623,dga
neboyonivag.co,11,3.095795255000934,legit
orhmdsfpf-foo.com,13,2.9689185639620974,dga
wdyb7u1ndwd2.co,12,3.0220552088742,dga
gah6mcbklo7c9dhzvog2olgkx3.site,26,4.026986833359287,dga
wi4wib6nfux6hy3xl.info,17,3.6168746059562222,dga
radoxi.co,6,2.584962500721156,legit
azjsqb0401h2jh41u.org,17,3.499227547132693,dga
ydz5703kl2hsrn9ebox3unqsx.ai,25,4.323856189774724,dga
4z9-sbu6iuyjlv8.top,15,3.773557262275185,dga
yhxtao16oatarwcxrvk.org,19,3.5766176449086653,dga
pbzbqcwnko52z2mcs.ai,17,3.6168746059562222,dga
tmr0-dujxjo0jac47q5iwhc.org,23,4.1429146733542535,dga
majigodiyuzo-va.org,15,3.5068905956085183,legit
l3lgupnxm2-6kqiaiwsh2udhyn.com,26,4.23890125660263,dga
u1k9r80mwqxr6g6kk-9vxnyf.site,24,4.053508854797678,dga
jo0bfbewg0nysm30.biz,16,3.577819531114783,dga
mumisevi.top,8,2.5,legit
xolozuted-xad.net,13,3.238901256602631,legit
geqaxocewaz.co,11,3.095795255000934,legit
fenixocuvuje-xovi.co,17,3.3815804883091634,legit
voutdykwz9f163.com,14,3.8073549220576055,dga
todagotacut.ai,11,2.663532754804255,legit
nibiwifinote.biz,12,2.751629167387823,legit
gecn8lv5m6p1modw969tpi.org,22,4.095795255000933,dga
trsgei80ag432nefo7d8gevfn.top,25,4.023465189601647,dga
niyoxigaq.org,9,2.94770277922009,legit
xasuqinuy.org,9,2.94770277922009,legit
nnqchpkpsmyvhk4g.org,16,3.5,dga
pitegidene.io,10,2.6464393446710153,legit
zoheh-ce.site,8,2.5,legit
kigamona.site,8,2.75,legit
4ilfr-7vnfcf3y98.site,16,3.702819531114783,dga
m297wci5yml9-y4plnr4p5ay9g.biz,26,3.95006375643621,dga
hidefinivo.biz,10,2.8464393446710154,legit
g08rnoudtevzer9.io,15,3.640223928941852,dga
zekup.com,5,2.321928094887362,legit
cefoga.info,6,2.584962500721156,legit
6m5ry0lv9lxszcjfz8.io,18,3.94770277922009,dga
yafad.top,5,1.9219280948873623,legit
ernqst59ka4wrco9qs7yjm72em.io,26,4.161978179679553,dga
qamusa.info,6,2.2516291673878226,legit
jw6k7ooosv3o.info,12,2.9182958340544896,dga
6dgo-pgexbc47yxgg.org,17,3.499227547132693,dga
da4amfza5loeks.org,14,3.4677201004744997,dga
vaxujohijova.net,12,2.918295834054489,legit
covoxozus.biz,9,2.6416041678685933,legit
ywanvs82h4zeugzepxj9my.io,22,4.186704345910025,dga
zayus-ra.co,8,2.75,legit
rasoc.biz,5,2.321928094887362,legit
e6njr6vj9yfspob.ai,15,3.6402239289418516,dga
kwywmybmywy4man5t.com,17,3.057476076289931,dga
vamiyiwev-fizo.biz,14,3.3248629576173565,legit
ui89fz4sr5iq925mijwjb1o1e.net,25,4.133660689688186,dga
vazeq.top,5,2.321928094887362,legit
bulirihareji-xej.site,16,3.327819531114783,legit
vv9jjf8rmdwmu1b-byjuanl.net,23,3.9690016298759927,dga
rovupucudic.org,11,2.8453509366224363,legit
18t2j33hr60yc8y80tmsifj.site,23,3.8820451081368623,dga
jd3lyvpd76bmxxh7rsa.info,19,3.9321380397593746,dga
cakomaqawixa.ai,12,2.9182958340544896,legit
3avrcp494dkav996ej1m5skl.info,24,4.053508854797679,dga
furiz-jel.site,9,3.169925001442312,legit
jicuse.biz,6,2.584962500721156,legit
vomaregotum-viho.com,16,3.452819531114783,legit
puyijutijoci.top,12,2.8553885422075336,legit
94izh8itiou1.net,12,3.188721875540867,dga
yezute-za.ai,9,2.725480556997868,legit
kekojodakolo-fu.top,15,3.0565647621309537,legit
jipoz.info,5,2.321928094887362,legit
jupicegimise.ai,12,3.0220552088742,legit
famasiyeziba.biz,12,3.0220552088742,legit
4izv1nfusx3n0hv89f37n.co,21,3.8801799226757376,dga
m5pvj2ymhlhyh4wpowlrncyc.ai,24,3.7720552088742005,dga
c6hwm1vk1kojg7fujykbnw3.co,23,4.0559581516151235,dga
n5l4876euv0o0rp5j.io,17,3.852168723603281,dga
johomu.ai,6,2.251629167387823,legit
kebuyaguyafe.net,12,2.918295834054489,legit
mls7vnl4cx0zuc7su37sw.biz,21,3.653756708287001,dga
wemibuzurido.ai,12,3.2516291673878226,legit
zoxaja.org,6,2.2516291673878226,legit
jasanadazeye.io,12,2.7516291673878226,legit
dosoxu.site,6,2.2516291673878226,legit
javoyefo.info,8,2.75,legit
kusigez.org,7,2.807354922057604,legit
jococizoj.co,9,2.197159723424149,legit
i4rwm6na6w164zb3n1us2a37.io,24,3.886842188131012,dga
pihev.info,5,2.321928094887362,legit
morikusebav.site,11,3.4594316186372978,legit
kigogujun-gax.ai,13,3.180832987205441,legit
7g3ua1ntnmccrusdgarbm18t.co,24,3.834962500721156,dga
l746fzzbw2gv7h5iicm7pk651.top,25,4.1336606896881865,dga
8ymotz6-v5tnn15s3tej3.com,21,3.880179922675738,dga
9uryk9ylyrdn0qen41vb.co,20,3.7841837197791888,dga
qimuwedid.net,9,2.725480556997868,legit
fevixa.ai,6,2.584962500721156,legit
lasejis.co,7,2.521640636343318,legit
vemevuhebo.io,10,2.6464393446710157,legit
qibavotunolu.org,12,3.251629167387823,legit
baluzabopuku.com,12,2.8553885422075336,legit
panawequqixe.net,12,3.0849625007211556,legit
pazemusatud.biz,11,3.095795255000934,legit
kebemokafu.co,10,2.9219280948873623,legit
c1jl4d-l40dartu.ai,15,3.506890595608519,dga
8p9ipxsqw2y8f0ubzmu0mfxj5x.net,26,4.056020968057882,dga
zosovo.net,6,1.7924812503605778,legit
yidaquhiqo.net,10,2.9219280948873623,legit
cirajolegoso.co,12,3.188721875540867,legit
4l4rg3r2iswlyckmkav0nyra.site,24,3.970175521464345,dga
turobipoboxa.io,12,3.0220552088742,legit
radewihosiro.ai,12,3.084962500721156,legit
rtfk4el9z35tl5a7zykm51.co,22,3.879664004902594,dga
366hg5z3hl7fesotmc8dq9.top,22,4.186704345910024,dga
tumulolabeyo.co,12,3.0849625007211556,legit
tktx5xjtsuyikl9wqvr.net,19,3.7871439606981387,dga
kogusez.com,7,2.807354922057604,legit
xategodoxij-fo.ai,14,3.3248629576173565,legit
3zcwkt87zh79b99dr1.site,18,3.6835423624332306,dga
vamayi.co,6,2.2516291673878226,legit
defawiwobi-qe.top,13,3.238901256602631,legit
fu2mcjx8f68-opkawkgmiulccd3.top,27,4.208410187268526,dga
baqawos-nele.co,12,3.2516291673878226,legit
kumafujuqef.site,11,2.8453509366224363,legit
mbdfd5vb55v55oiz22iqgcb4cu.com,26,3.6864194113487736,dga
a047vy28-n76h3hmmg1y8ozg.net,24,4.084962500721156,dga
pahuvoqo.info,8,2.75,legit
1xw7oyfd6lyb.co,12,3.4182958340544896,dga
xirubelo.biz,8,3.0,legit
q8xzi36azagjm.ai,13,3.3927474104487847,dga
n9arat9l8kbzky64yhjj.ai,20,3.821928094887362,dga
buwipecuya.info,10,3.121928094887362,legit
23jte3i3loangoe.biz,15,3.323231428797621,dga
dekuzapiz.org,9,2.94770277922009,legit
baqhheidmhx8rql-1c7a.net,20,3.8841837197791893,dga
ohzewdwta0l6c5hu6s29n.io,21,4.106603137064475,dga
e58z1od-yqsbmf.co,14,3.8073549220576055,dga
ka1aaofawks1w40ndjt006j6x.top,25,3.7336606896881848,dga
yijepix-caze.site,12,3.2516291673878226,legit
cuqewupidoyo.io,12,3.2516291673878226,legit
bapepimaware.info,12,2.8553885422075336,legit
sunelacezomo.biz,12,3.2516291673878226,legit
2pvb8fanv0od4btvlv1eyife.net,24,4.001629167387823,dga
yilil.biz,5,1.5219280948873621,legit
japazawa.net,8,2.0,legit
yukoqoqa.info,8,2.5,legit
ajndkazj8db2.net,12,3.0849625007211556,dga
tufedav-qire.site,12,3.4182958340544896,legit
baqoyafa.net,8,2.4056390622295662,legit
puvayu-go.site,9,2.94770277922009,legit
kuyehi.ai,6,2.584962500721156,legit
blxct95ayhxqdkr7fo.top,18,4.058813890331201,dga
nlgs20tvh5pi3.top,13,3.7004397181410926,dga
ws07um04ggpmus.top,14,3.09306920777189,dga
pawiye.net,6,2.584962500721156,legit
gebuh.org,5,2.321928094887362,legit
emnidqfmnbuo7fwjt8apv6qq8.co,25,4.133660689688186,dga
vfn557rbcdhpwdiuf86xomd6ce.co,26,4.209867121904035,dga
5ac4fv7c8no-xyrnqkn7.site,20,3.8841837197791893,dga
yyl5y5k3rbgle66s2t.com,18,3.5724312513221195,dga
jivikesogex.top,11,3.095795255000934,legit
supagiv.com,7,2.807354922057604,legit
0zcxvlvz5elss4o3jmwaz3cmwa.top,26,3.9021748142117283,dga
yalaxoxiq.io,9,2.725480556997868,legit
mamek-biji.site,10,2.9219280948873623,legit
poxetugu.ai,8,2.75,legit
2g9dptwwjhf-zamd6lgpy21p.co,24,4.053508854797678,dga
rbh0qwcx3xnnpa40h4hk3s5nlv.org,26,4.026986833359286,dga
9nctsngzi7t4o-3wld0.com,19,4.037401197654112,dga
wfk0ugja3nzkfqef3s1x0lzra.ai,25,4.053660689688186,dga
qitucoze.org,8,3.0,legit
rox2271rux3cr65if.org,17,3.5724694587701356,dga
qawacecaneh.com,11,2.663532754804255,legit
e5zdarit43ovs3ho.info,16,3.75,dga
e2iat46hlp-fydq32f8x1rn6.com,24,4.334962500721156,dga
r3x0k158-4ieggghd.co,17,3.8077635764171944,dga
pofig.biz,5,2.321928094887362,legit
8s1411jwsqoh64b9wq8sqt.org,22,3.5383105956150063,dga
80goyrf1tcurjktw-2kcb.biz,21,4.011365041826379,dga
guqiarxk1fns8whbncuowo2xlc.top,26,4.238901256602631,dga
x5tn7guhd5p194hy.site,16,3.75,dga
vasuq.io,5,2.321928094887362,legit
zqxjd4dkx0-r2vfwzk19k.net,21,3.880179922675738,dga
pikab.ai,5,2.321928094887362,legit
8ymtpl3h50tkfbbhddppz.org,21,3.7849418274376423,dga
funojopuc.site,9,2.725480556997868,legit
gewako.site,6,2.584962500721156,legit
zoqil.top,5,2.321928094887362,legit
getenuc.com,7,2.5216406363433186,legit
wjf2ua38a8yhf9.biz,14,3.378783493486176,dga
ubl7hhhus60xd9.org,14,3.3248629576173565,dga
7c1b0fnovkmgbff48sagtewgn.info,25,4.103465189601647,dga
u4j2kc-jid7s0lfwwq8205n2fga.io,27,4.2824842613426,dga
42x7svh2wkqwn8jxh9i7a6bd.ai,24,4.16829583405449,dga
jeciriluboli.org,12,3.0220552088742,legit
qgc79cdw3wc1y-9tb5tjm5kg.info,24,3.970175521464345,dga
haxaruxi.info,8,2.5,legit
e49i8t5ss5hfu3szq3z5nkc.site,23,3.936180434129755,dga
kikemu.org,6,2.2516291673878226,legit
pecix.org,5,2.321928094887362,legit
vzmy4yzxcffezffk4o6p2xnz.biz,24,3.6682958340544896,dga
dyhliwzh9tdn6cmecu.co,18,3.8365916681089787,dga
l9qe-2n68owg5sv5qtuol9orx8j.co,27,4.208410187268526,dga
hatuyapasa.org,10,2.5219280948873624,legit
6w7ztp0omkm6u9fig25e.io,20,4.1219280948873624,dga
srjyzp5xuhrwwls-i95bw.co,21,3.880179922675738,dga
nikequjaru.org,10,3.1219280948873624,legit
z79p90j4ai8ddsabmufxmnm7a7.org,26,3.997952698660692,dga
2qsh8xa7kk5x.io,12,3.251629167387823,dga
mitezewi.info,8,2.5,legit
fijor.com,5,2.321928094887362,legit
jcgnp4w3-145cv9xpzf4v.site,21,3.8801799226757376,dga
9arrg8ms4qw83zz7247c8gx.org,23,3.8820451081368623,dga
h0yn8x38w-ack8316.biz,17,3.6901165175936654,dga
a13a2i0jyze9w.site,13,3.5465935642949384,dga
vokuwecatab.io,11,3.2776134368191157,legit
warebiq.net,7,2.807354922057604,legit
gejalujew.top,9,2.725480556997868,legit
sedoluda.org,8,2.75,legit
5j6mee1roapp-z920g3.top,19,4.037401197654112,dga
yaixcejke3xs97.com,14,3.521640636343319,dga
ruxari.ai,6,2.2516291673878226,legit
i0zoa-cuuwza01lhigqh.biz,20,3.721928094887362,dga
xakakub.info,7,2.2359263506290326,legit
thurvzhewi8bgajscqa.biz,19,4.037401197654112,dga
lidemeli.biz,8,2.25,legit
fiyogegu.com,8,2.75,legit
guledar.org,7,2.807354922057604,legit
goqedir.ai,7,2.807354922057604,legit
qokuqi-ju.info,9,2.725480556997868,legit
fagow.com,5,2.321928094887362,legit
ugs179-mzdwrh1ppv21gwu9dko.biz,26,4.056020968057882,dga
cijop.top,5,2.321928094887362,legit
qibuvekis.com,9,2.94770277922009,legit
h1w8pp2lr4w0s-eyp6g.co,19,3.8924071185928764,dga
imp242wt66z5c9k914ojno.top,22,4.004886164091843,dga
e47ig3tojhbi.biz,12,3.4182958340544896,dga
07r1se6fk0iq72lyj7w5.net,20,3.984183719779189,dga
wepegipotu.io,10,2.9219280948873623,legit
kuxafeg-zo.info,10,3.321928094887362,legit
yafewiziz.biz,9,2.725480556997868,legit
rofinu.ai,6,2.584962500721156,legit
z0bo2wc7yxpn1va0.biz,16,3.875,dga
hehoyeqeloco.ai,12,2.625814583693911,legit
xyc75gqym-z9cy.ai,14,3.3248629576173565,dga
9kb-stqd6ynyntbpd14si.co,21,3.8208888513501886,dga
761x8w39s8h6-xdj2q.biz,18,3.8365916681089787,dga
oged0-23whs9kj.io,14,3.8073549220576055,dga
034h2bk22zwu3pikfrk.biz,19,3.6421498816369033,dga
xp7b2nxebc2hr9.site,14,3.378783493486176,dga
qh9m6v4qjfapd9c2ho84hvmd6p.site,26,3.902174814211728,dga
mimegofonega.top,12,2.918295834054489,legit
sejuz.ai,5,2.321928094887362,legit
vemeyotigec.info,11,3.0271691184406184,legit
r4a8fdzlq6q0wzw6nsi.top,19,3.8268748818646374,dga
xupeg.com,5,2.321928094887362,legit
wmulkwpt62r2j72ysvhto.co,21,3.975418017913833,dga
kunomusecazu.ai,12,3.188721875540867,legit
ieeud4nq2cg9nub1m.co,17,3.7345216647797517,dga
xavexok.org,7,2.521640636343318,legit
x16a4fpud6reo9o.co,15,3.640223928941852,dga
j4zpbzyqcdx6aqikuryhhhdv.com,24,4.053508854797679,dga
zenad.biz,5,2.321928094887362,legit
cxkfo26ubbtrmms6.ai,16,3.625,dga
qsyylart68zaewen2h.com,18,3.8365916681089787,dga
w9ic48p4idf90rk65thqza.ai,22,4.186704345910024,dga
duniyamaza.net,10,2.8464393446710154,legit
c3vcs4cvzs2a-klo89zdwavbrd.io,26,4.026986833359287,dga
xidokavo-nihe.biz,13,3.3927474104487847,legit
getufusacoq-xogi.io,16,3.625,legit
hvux494xjnc3ms3nnfk.ai,19,3.681880802803402,dga
ceqaqom.org,7,2.521640636343318,legit
dowil.info,5,2.321928094887362,legit
tozoyayu.site,8,2.5,legit
suwisawivan-co.com,14,3.2359263506290326,legit
vuvope.io,6,2.2516291673878226,legit
mewali.co,6,2.584962500721156,legit
cajeziw.org,7,2.807354922057604,legit
zoravoduho.com,10,2.8464393446710154,legit
vawikudub.io,9,2.94770277922009,legit
vakiqunalov.co,11,3.0957952550009336,legit
tovesuz.ai,7,2.807354922057604,legit
seqicur.biz,7,2.807354922057604,legit
u4j59uuq1cd523wt2eww.top,20,3.646439344671016,dga
dizahorawace.io,12,3.188721875540867,legit
5bnz4351ak5pz7o.top,15,3.4565647621309536,dga
qvwyocmvbajcj5zkk6cn50087.com,25,4.053660689688186,dga
hnk2p4oe8aikdapeka.com,18,3.4193819456463714,dga
igdbphdwcn67i7.net,14,3.378783493486176,dga
tixirusovuf.io,11,3.095795255000934,legit
wimulepini.org,10,2.8464393446710154,legit
tukuf.org,5,1.9219280948873623,legit
7tdnmq4hiy2l1c4pxv4d.site,20,3.984183719779189,dga
toijfe3swlgz336h41z.org,19,3.8924071185928764,dga
rel-iy1om4swbugysnkd.ai,20,4.1219280948873624,dga
cahub-riti.top,10,3.121928094887362,legit
jm7tkpal2opw6i.com,14,3.6644977792004623,dga
jnmynac3wl2rlrk0kc2ty.org,21,3.7256507561120933,dga
3rck-05vobmp2sqwd091ipi85te.info,27,4.458591205867173,dga
zehurayuc-mo.biz,12,3.4182958340544896,legit
dusogavoluf-toze.info,16,3.577819531114783,legit
y8l7b-ehmed4ally8.com,17,3.454822399946606,dga
qicif.info,5,1.9219280948873623,legit
tfwe6oqlt1niohp1v5.top,18,3.8365916681089787,dga
c3tga55542os3m-sf5aewc.info,22,3.732158891364569,dga
aluapv-s7808b.co,13,3.3927474104487847,dga
hetiyitonud.site,11,3.095795255000934,legit
k427fjmn-yujarda9.com,17,3.852168723603281,dga
cakekayapi-jege.org,15,3.139572261986723,legit
cilizeqaxoze.io,12,3.084962500721156,legit
peveye-ti.ai,9,2.6416041678685933,legit
366im-b1im9pkni22.ai,17,3.454822399946606,dga
havule.co,6,2.584962500721156,legit
xanuqerub.net,9,2.94770277922009,legit
orvnh10iekvzp1ok3.biz,17,3.6168746059562222,dga
bazipi.top,6,2.2516291673878226,legit
totdhaze8ims2vv34.com,17,3.852168723603281,dga
42pyyk1przs492-hd5s.ai,19,3.7216117239699007,dga
yeroninovo.biz,10,2.6464393446710157,legit
vw0vhlk41vitqou3do8kepny.io,24,4.220175521464345,dga
y4xifm163zvg1cfapml03.top,21,4.011365041826379,dga
dsxa3n-cgmsh5dk.io,15,3.640223928941852,dga
venogaqerowa-ziwi.info,17,3.499227547132693,legit
ruyigok.site,7,2.807354922057604,legit
gt33mo4b011ww7on4u.ai,18,3.6143694458867563,dga
50uyt-62a35uytaz8q7pb6z7qsd.biz,27,4.088220835496801,dga
gefuwofuxu.co,10,2.6464393446710153,legit
todolupelice.site,12,3.0849625007211556,legit
verek.top,5,1.9219280948873623,legit
yacuhetipata-wafo.site,17,3.499227547132693,legit
leqoki.site,6,2.584962500721156,legit
ratunacac-fe.ai,12,3.0220552088742,legit
zerew-xe.site,8,2.4056390622295662,legit
baloc.co,5,2.321928094887362,legit
k3vzf5m46a1ybm0jj.top,17,3.852168723603281,dga
pa5unj25l9who.co,13,3.5465935642949384,dga
forijemof.top,9,2.725480556997868,legit
55mq9lysdp13im.biz,14,3.521640636343319,dga
yacosedewom-xam.com,15,3.373557262275185,legit
nodojotot.site,9,2.0588138903312014,legit
60vkwmscram-ukual765qz.top,22,4.004886164091842,dga
chxzis2z6mqmw1sexyiw8c2.ai,23,3.8279097821439705,dga
mirevisuzis.co,11,2.8453509366224363,legit
w8uokfwwmhoa62wb.top,16,3.375,dga
p7hzew52pj8joga217x.site,19,3.826874881864637,dga
dmeqxo9ym4iiw.site,13,3.3927474104487847,dga
zibidolema-wov.top,14,3.521640636343319,legit
ddqhxv1uz6e82eyxx7qhed.co,22,3.6292196865240967,dga
yl4uq3lxiqo6tofkdgomexhl.co,24,4.0220552088742005,dga
tayuye.co,6,2.2516291673878226,legit
c4hzgn2gbbdi50gs5d5jvt.co,22,3.8453509366224363,dga
o5r5gzfmjgn56wttb4xz85kft.ai,25,3.893660689688186,dga
wyhz9cq564whdiywua.org,18,3.6835423624332306,dga
fkc4y0k59hewqnisukvf27.top,22,4.152391277629866,dga
crry37hssruj-331zs9wj4f9oc.site,26,3.9210296217376155,dga
vevevuhococa.io,12,2.6887218755408666,legit
hjf8w3uryipvi47g.info,16,3.875,dga
g1ta8l2nh30r7q97enhe86.io,22,4.004886164091842,dga
cquy7io0fo6-8vq.ai,15,3.640223928941852,dga
vodih.net,5,2.321928094887362,legit
hipop.co,5,1.9219280948873623,legit
fiqoz.com,5,2.321928094887362,legit
a4nfnriea5hx.co,12,3.2516291673878226,dga
jnk12dkcbuk0tup6r5jx1396e.org,25,4.1336606896881865,dga
hifuk.biz,5,2.321928094887362,legit
cirihu.ai,6,2.2516291673878226,legit
ovfzfjkpoma6xplmd-xsma4w9.com,25,4.053660689688186,dga
v8j6hudsoy2ba833mm2yyf.ai,22,3.8796640049025943,dga
vukolij-ril.top,11,3.095795255000934,legit
8aeb7uf0-bpmuit6tmevlg9rfzq.ai,27,4.3104430577190245,dga
josofo.org,6,1.7924812503605778,legit
y2hgav6inqvnda.org,14,3.378783493486176,dga
fhfrs6u0poye4-8vbxu0n.org,21,4.106603137064474,dga
hewigovulu-riv.info,14,3.378783493486176,legit
tuhojuvakef.org,11,3.2776134368191157,legit
watiparif.top,9,2.725480556997868,legit
